cdl_dataset/dataset/Prepare_breakfast/g1.txt,Slice and toast bread.,"['walk_executor(kitchen_counter_119)', 'walk_executor(kitchen_counter_122)', 'walk_executor(kitchen_
counter_123)', 'walk_executor(knife_2035)', 'grab_executor(knife_2035)', 'walk_executor(fridge_126)'
, 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_executor(kitchen_counter_119)
', 'walk_executor(kitchen_counter_122)', 'walk_executor(kitchen_counter_123)', 'walk_executor(cupboa
rd_117)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(walllamp_306)
', 'walk_executor(oven_127)', 'open_executor(oven_127)', 'walk_executor(toaster_132)', 'walk_executo
r(table_114)', 'walk_executor(food_bread_2084)', 'grab_executor(food_bread_2084)', 'walk_executor(to
aster_132)', 'putin_executor(food_bread_2084, toaster_132)', 'walk_executor(knife_2122)', 'grab_exec
utor(knife_2122)', 'walk_executor(food_bread_2084)', 'grab_executor(food_bread_2084) (Failed)', 'wal
k_executor(basket_for_clothes_2078)', 'put_executor(knife_2122, basket_for_clothes_2078)', 'walk_exe
cutor(food_bread_2084)', 'grab_executor(food_bread_2084)', 'walk_executor(cutting_board_2123)', 'put
_executor(food_bread_2084, cutting_board_2123)', 'walk_executor(food_bread_2084)', 'cut_executor(foo
d_bread_2084)', 'grab_executor(food_bread_2084)', 'walk_executor(toaster_132)', 'putin_executor(food
_bread_2084, toaster_132)']","Time consume: 212 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 29","Keystate: k1 - Requires: 8 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Prepare_a_reading_space/g3.txt,Find a book and put it on the coffe table in home office. Then open the window in the home office.,"['walk_executor(bookshelf_354)', 'open_executor(bookshelf_354)', 'walk_executor(book_2066)', 'grab_e
xecutor(book_2066)', 'walk_executor(coffee_table_2068)', 'put_executor(book_2066, coffee_table_2068)
', 'walk_executor(window_348)', 'open_executor(window_348)']","Time consume: 178 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 31",1,Scene_id: 0
cdl_dataset/dataset/Pet_cat/g1.txt,Find my cat and touch it,"['walk_executor(bed_376)', 'walk_executor(bed_264)', 'walk_executor(pillow_240)', 'walk_executor(pil
low_368)', 'walk_executor(pillow_239)', 'walk_executor(nightstand_373)', 'walk_executor(couch_192)',
 'walk_executor(cat_2082)', 'touch_executor(cat_2082)']","Time consume: 519 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 31",Action Completion Rate: 0.0,Scene_id: 2
cdl_dataset/dataset/Cook_some_food/g3.txt,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then cool them in a bowl
.","['walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'grab_e
xecutor(food_vegetable_2041)', 'walk_executor(sink_42)', 'putin_executor(food_vegetable_2041, sink_4
2)', 'walk_executor(faucet_43)', 'switchon_executor(faucet_43)', 'walk_executor(food_vegetable_2041)
', 'wash_executor(food_vegetable_2041)']","Time consume: 626 seconds
Exp_helper query times: 0
Guidance query times: 2
library scale: 31","Keystate: k1 - Requires: 10 steps
Keystate: k2 - Requires: 14 steps
Keystate: k3 - Requires: 3 steps
Action Completion Rate: 1.0",Scene_id: 0
cdl_dataset/dataset/Prepare_breakfast/g2.txt,Scramble egg by the fryingpan.,"['walk_executor(stove_2065)', 'open_executor(stove_2065)', 'walk_executor(fridge_289)', 'switchoff_e
xecutor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(food_egg_2020)', 'walk_executor(fr
yingpan_2083)', 'putin_executor(food_egg_2020, fryingpan_2083)', 'grab_executor(food_egg_2020)', 'wa
lk_executor(cutting_board_2051)', 'put_executor(food_egg_2020, cutting_board_2051)', 'walk_executor(
knife_2050)', 'grab_executor(knife_2050)', 'walk_executor(food_egg_2020)', 'cut_executor(food_egg_20
20)', 'grab_executor(food_egg_2020)', 'walk_executor(fryingpan_2083)', 'put_executor(food_egg_2020, 
fryingpan_2083)']","Time consume: 241 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 31","Keystate: k1 - Requires: 11 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Drink/g1.txt,Get a cup of water.,"['walk_executor(cupboard_117)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_
executor(kitchen_counter_123)', 'walk_executor(sink_120)', 'walk_executor(bowl_2142)', 'walk_executo
r(tray_128)', 'walk_executor(table_114)', 'walk_executor(cup_2132)', 'grab_executor(cup_2132)', 'wal
k_executor(sink_19)', 'putin_executor(cup_2132, sink_19)', 'walk_executor(faucet_20)', 'switchon_exe
cutor(faucet_20)', 'walk_executor(cup_2132)', 'grab_executor(cup_2132)', 'walk_executor(faucet_20)',
 'switchoff_executor(faucet_20)']","Time consume: 198 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 32",1,Scene_id: 1
Task Category,Content,Executed Actions,Info,Success Rate,Task Path
cdl_dataset/dataset/Write_an_email/g3.txt,"Sit on the chair in front of the computer in the home office. Touch the mouse near the computer to t
urn it on. Then type the keyboard to send a e-mail.",['walk_executor(computer_417)'],"Time consume: 407 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 32","Keystate: k1 - Requires: 3 steps
Action Completion Rate: 0.0",Scene_id: 0
cdl_dataset/dataset/Pet_cat/g3.txt,"Prepare a bowl of water and put the bowl on the table in home office. Then find my cat put it on the
 table.","['walk_executor(table_123)', 'walk_executor(bowl_2095)', 'grab_executor(bowl_2095)', 'walk_executor(
faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(table_193)', 'put_executor(bowl_2095,
 table_193)', 'grab_executor(bowl_2095)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134
)', 'switchoff_executor(faucet_134)', 'walk_executor(table_193)', 'put_executor(bowl_2095, table_193
)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_134)', 
'walk_executor(cat_2082)', 'grab_executor(cat_2082)', 'walk_executor(table_193)', 'put_executor(cat_
2082, table_193)']","Time consume: 98 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 33",1,Scene_id: 2
cdl_dataset/dataset/Turn_on_light/g3.txt,Make sure there is at least one light on in every room.,"['walk_executor(bathroom_1)', 'walk_executor(bedroom_67)', 'walk_executor(dining_room_201)', 'walk_e
xecutor(home_office_319)', 'walk_executor(bathroom_1)', 'walk_executor(light_64)', 'switchon_executo
r(light_64)', 'walk_executor(bedroom_67)', 'walk_executor(light_169)', 'switchon_executor(light_169)
', 'walk_executor(dining_room_201)', 'walk_executor(light_245)', 'switchon_executor(light_245)', 'wa
lk_executor(home_office_319)', 'walk_executor(light_411)', 'switchon_executor(light_411)']","Time consume: 43 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 35",1,Scene_id: 0
cdl_dataset/dataset/Wash_clothes/g1.txt,Wash all the clothes in the basket for clothes by washing machine.,"['walk_executor(dresser_377)', 'walk_executor(bed_376)', 'walk_executor(washing_machine_2041)', 'ope
n_executor(washing_machine_2041)', 'walk_executor(ironing_board_2099)', 'walk_executor(nightstand_26
2)', 'walk_executor(walllamp_44)', 'walk_executor(bathtub_297)', 'walk_executor(basket_for_clothes_2
040)', 'grab_executor(clothes_pants_2113)', 'walk_executor(washing_machine_2041)', 'putin_executor(c
lothes_pants_2113, washing_machine_2041)', 'walk_executor(clothes_shirt_2114)', 'grab_executor(cloth
es_shirt_2114)', 'walk_executor(washing_machine_2041)', 'putin_executor(clothes_shirt_2114, washing_
machine_2041)', 'walk_executor(clothes_socks_2115)', 'grab_executor(clothes_socks_2115)', 'walk_exec
utor(washing_machine_2041)', 'putin_executor(clothes_socks_2115, washing_machine_2041)', 'walk_execu
tor(clothes_skirt_2116)', 'grab_executor(clothes_skirt_2116)', 'walk_executor(washing_machine_2041)'
, 'putin_executor(clothes_skirt_2116, washing_machine_2041)', 'plugin_executor(washing_machine_2041)
', 'close_executor(washing_machine_2041)', 'switchon_executor(washing_machine_2041)']","Time consume: 88 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 37",1,Scene_id: 2
cdl_dataset/dataset/Wash_windows/g1.txt,Open the windows in the bathroom.,"['walk_executor(window_2156)', 'open_executor(window_2156)']","Time consume: 11 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 38",1,Scene_id: 1
cdl_dataset/dataset/Prepare_a_reading_space/g4.txt,"Find the book and put it on the coffe table in home office. Then prepare a cup of hot milk, put it o
n the table.","['walk_executor(bookshelf_233)', 'open_executor(bookshelf_233)', 'walk_executor(bookshelf_101)', 'op
en_executor(bookshelf_101)', 'walk_executor(bookshelf_354)', 'open_executor(bookshelf_354)', 'walk_e
xecutor(book_2066)', 'grab_executor(book_2066)', 'walk_executor(coffee_table_2068)', 'put_executor(b
ook_2066, coffee_table_2068)', 'walk_executor(desk_104)', 'walk_executor(cupboard_229)', 'open_execu
tor(cupboard_229)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fr
idge_289)', 'walk_executor(kitchen_counter_230)', 'walk_executor(cup_2063)', 'grab_executor(cup_2063
)', 'walk_executor(faucet_43)', 'switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'wa
lk_executor(coffee_table_2068)', 'put_executor(cup_2063, coffee_table_2068)', 'walk_executor(milk_20
43)', 'grab_executor(milk_2043)', 'walk_executor(cup_2063)', 'putin_executor(milk_2043, cup_2063)', 
'walk_executor(microwave_297)', 'switchoff_executor(microwave_297)', 'open_executor(microwave_297)',
 'walk_executor(cup_2063)', 'grab_executor(cup_2063)', 'walk_executor(microwave_297)', 'putin_execut
or(cup_2063, microwave_297)', 'close_executor(microwave_297)', 'switchon_executor(microwave_297)', '
switchoff_executor(microwave_297)', 'open_executor(microwave_297)', 'walk_executor(cup_2063)', 'grab
_executor(cup_2063)', 'walk_executor(coffee_table_2068)', 'put_executor(cup_2063, coffee_table_2068)
']","Time consume: 405 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 40",1,Scene_id: 0
cdl_dataset/dataset/Cook_some_food/g1.txt,Boil vegetables with a pot on the stove.,"['walk_executor(kitchen_counter_122)', 'walk_executor(cupboard_117)', 'walk_executor(stove_2135)', '
open_executor(stove_2135)', 'walk_executor(pot_2138)', 'open_executor(pot_2138)', 'grab_executor(pot
_2138)', 'walk_executor(stove_2135)', 'put_executor(pot_2138, stove_2135)', 'grab_executor(pot_2138)
', 'walk_executor(sink_19)', 'putin_executor(pot_2138, sink_19)', 'walk_executor(faucet_20)', 'switc
hon_executor(faucet_20)', 'walk_executor(pot_2138)', 'grab_executor(pot_2138)', 'walk_executor(fauce
t_20)', 'switchoff_executor(faucet_20)', 'walk_executor(cutting_board_2123)', 'walk_executor(sink_19
)', 'putin_executor(pot_2138, sink_19)', 'walk_executor(faucet_20)', 'switchon_executor(faucet_20)',
 'walk_executor(pot_2138)', 'grab_executor(pot_2138)', 'walk_executor(faucet_20)', 'switchoff_execut
or(faucet_20)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge
_126)', 'walk_executor(sink_19)', 'putin_executor(pot_2138, sink_19)', 'walk_executor(faucet_20)', '
switchon_executor(faucet_20)', 'walk_executor(pot_2138)', 'grab_executor(pot_2138)', 'walk_executor(
faucet_20)', 'switchoff_executor(faucet_20)', 'walk_executor(food_vegetable_2113)', 'grab_executor(f
ood_vegetable_2113)', 'walk_executor(pot_2138)', 'putin_executor(food_vegetable_2113, pot_2138)', 'w
alk_executor(stove_2135)', 'close_executor(stove_2135)', 'switchon_executor(stove_2135)']","Time consume: 314 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 40","Keystate: k1 - Requires: 6 steps
Keystate: k2 - Requires: 5 steps
Action Completion Rate: 1.0",Scene_id: 1
cdl_dataset/dataset/Iron_clothes/g5.txt,Iron the shirt and the skirt.,"['walk_executor(ironing_board_2074)', 'walk_executor(closetdrawer_117)', 'walk_executor(ironing_boar
d_2074)', 'walk_executor(closetdrawer_146)', 'walk_executor(ironing_board_2074)', 'walk_executor(clo
setdrawer_158)', 'walk_executor(ironing_board_2074)', 'walk_executor(closetdrawer_119)', 'walk_execu
tor(ironing_board_2074)', 'walk_executor(tablelamp_97)', 'walk_executor(ironing_board_2074)', 'walk_
executor(closetdrawer_160)', 'walk_executor(ironing_board_2074)', 'walk_executor(washing_machine_200
7)', 'open_executor(washing_machine_2007)', 'walk_executor(ironing_board_2074)', 'walk_executor(dres
ser_358)', 'open_executor(dresser_358)', 'walk_executor(ironing_board_2074)', 'walk_executor(hanger_
128)', 'walk_executor(ironing_board_2074)', 'walk_executor(filing_cabinet_399)', 'open_executor(fili
ng_cabinet_399)', 'walk_executor(ironing_board_2074)', 'walk_executor(pillow_405)', 'walk_executor(i
roning_board_2074)', 'walk_executor(desk_104)', 'walk_executor(ironing_board_2074)', 'walk_executor(
bookshelf_233)', 'open_executor(bookshelf_233)', 'walk_executor(ironing_board_2074)', 'walk_executor
(drawing_404)', 'walk_executor(ironing_board_2074)', 'walk_executor(orchid_178)', 'walk_executor(iro
ning_board_2074)', 'walk_executor(shower_38)', 'walk_executor(ironing_board_2074)', 'walk_executor(h
anger_142)', 'walk_executor(ironing_board_2074)', 'walk_executor(bookshelf_101)', 'open_executor(boo
kshelf_101)', 'walk_executor(ironing_board_2074)', 'walk_executor(vacuum_cleaner_2070)', 'walk_execu
tor(ironing_board_2074)', 'walk_executor(hanger_134)', 'walk_executor(ironing_board_2074)', 'walk_ex
ecutor(cpuscreen_416)', 'walk_executor(ironing_board_2074)', 'walk_executor(hanger_141)', 'walk_exec
utor(ironing_board_2074)', 'walk_executor(drawing_174)', 'walk_executor(ironing_board_2074)', 'walk_
executor(remote_control_2052)', 'walk_executor(ironing_board_2074)', 'walk_executor(mouse_413)', 'wa
lk_executor(ironing_board_2074)', 'walk_executor(drawing_176)', 'walk_executor(ironing_board_2074)',
 'walk_executor(drawing_238)', 'walk_executor(ironing_board_2074)', 'walk_executor(bathroom_cabinet_
40)', 'open_executor(bathroom_cabinet_40)', 'walk_executor(ironing_board_2074)', 'walk_executor(clot
hes_jacket_2047)', 'walk_executor(ironing_board_2074)', 'walk_executor(walllamp_350)', 'walk_executo
r(ironing_board_2074)', 'walk_executor(mat_22)', 'walk_executor(ironing_board_2074)', 'walk_executor
(basket_for_clothes_2006)', 'walk_executor(ironing_board_2074)', 'walk_executor(clothes_shirt_2086)'
, 'wash_executor(clothes_shirt_2086)', 'walk_executor(ironing_board_2074)', 'walk_executor(clothes_s
hirt_2086)', 'grab_executor(clothes_shirt_2086)', 'walk_executor(ironing_board_2074)', 'put_executor
(clothes_shirt_2086, ironing_board_2074)', 'walk_executor(iron_2089)', 'plugin_executor(iron_2089)',
 'switchon_executor(iron_2089)', 'walk_executor(clothes_skirt_2088)', 'grab_executor(clothes_skirt_2
088)', 'walk_executor(ironing_board_2074)', 'put_executor(clothes_skirt_2088, ironing_board_2074)', 
'walk_executor(clothes_skirt_2088)', 'wash_executor(clothes_skirt_2088)']","Time consume: 1097 seconds
Exp_helper query times: 6
Guidance query times: 3
library scale: 40","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 4 steps
Action Completion Rate: 0.0",Scene_id: 0
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g3.txt,Wash the bowls and plates with dishwasher. And wash forks by hand.,"['walk_executor(kitchen_counter_128)', 'walk_executor(kitchen_counter_132)', 'walk_executor(kitchen_
counter_129)', 'walk_executor(dishwasher_143)', 'open_executor(dishwasher_143)', 'walk_executor(tabl
elamp_359)', 'walk_executor(sink_307)', 'walk_executor(table_123)', 'walk_executor(bowl_2095)', 'gra
b_executor(bowl_2095)', 'walk_executor(dishwasher_143)', 'putin_executor(bowl_2095, dishwasher_143)'
, 'walk_executor(table_123)', 'walk_executor(table_127)', 'walk_executor(bowl_2096)', 'grab_executor
(bowl_2096)', 'walk_executor(dishwasher_143)', 'putin_executor(bowl_2096, dishwasher_143)', 'walk_ex
ecutor(bowl_2097)', 'grab_executor(bowl_2097)', 'walk_executor(dishwasher_143)', 'putin_executor(bow
l_2097, dishwasher_143)', 'walk_executor(plate_2105)', 'grab_executor(plate_2105)', 'walk_executor(d
ishwasher_143)', 'putin_executor(plate_2105, dishwasher_143)', 'close_executor(dishwasher_143)', 'sw
itchon_executor(dishwasher_143)', 'walk_executor(fork_2103)', 'wash_executor(fork_2103)']","Time consume: 176 seconds
Exp_helper query times: 1
Guidance query times: 2
library scale: 42",1,Scene_id: 2
cdl_dataset/dataset/Make_coffee/g2.txt,"make a cup of coffee using the coffee maker, then add milk and sugar.","['walk_executor(coffe_maker_290)', 'switchon_executor(coffe_maker_290)', 'walk_executor(fridge_289)'
, 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(milk_2043)', 'walk_e
xecutor(cup_2063)', 'putin_executor(milk_2043, cup_2063)', 'walk_executor(food_sugar_2039)', 'grab_e
xecutor(food_sugar_2039)', 'walk_executor(cup_2063)', 'putin_executor(food_sugar_2039, cup_2063)']","Time consume: 78 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 42","Keystate: k1 - Requires: 17 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Vacuum_the_living_room/g1.txt,Vacuum the floor.,"['walk_executor(floor_10)', 'wash_executor(floor_10)', 'walk_executor(washing_machine_2079)', 'open_
executor(washing_machine_2079)', 'walk_executor(dishwasher_129)', 'open_executor(dishwasher_129)', '
walk_executor(cupboard_117)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_ex
ecutor(kitchen_counter_122)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_e
xecutor(fridge_126)', 'walk_executor(trashcan_99)', 'walk_executor(vacuum_cleaner_2139)', 'plugin_ex
ecutor(vacuum_cleaner_2139)', 'switchon_executor(vacuum_cleaner_2139)']","Time consume: 293 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 42","Keystate: k1 - Requires: 1 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Pet_cat/g2.txt,Slice some chicken and give it to my cat.,"['walk_executor(bed_105)', 'walk_executor(dresser_358)', 'open_executor(dresser_358)', 'walk_executo
r(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(food_c
hicken_2017)', 'walk_executor(cat_2055)', 'put_executor(food_chicken_2017, cat_2055)', 'walk_executo
r(kitchen_counter_230)', 'walk_executor(food_chicken_2017)', 'grab_executor(food_chicken_2017)', 'wa
lk_executor(cutting_board_2051)', 'put_executor(food_chicken_2017, cutting_board_2051)', 'walk_execu
tor(knife_2050)', 'grab_executor(knife_2050)', 'walk_executor(food_chicken_2017)', 'cut_executor(foo
d_chicken_2017)', 'grab_executor(food_chicken_2017)', 'walk_executor(cat_2055)', 'put_executor(food_
chicken_2017, cat_2055)']","Time consume: 192 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 43",1,Scene_id: 0
cdl_dataset/dataset/Iron_clothes/g5.txt,Iron the shirt and the skirt.,"['walk_executor(dresser_377)', 'walk_executor(photoframe_361)', 'walk_executor(bed_376)', 'walk_exec
utor(ironing_board_2099)', 'walk_executor(tvstand_186)', 'walk_executor(video_game_controller_2019)'
, 'walk_executor(bathroom_counter_306)', 'walk_executor(washing_machine_2041)', 'open_executor(washi
ng_machine_2041)', 'walk_executor(cpuscreen_383)', 'walk_executor(table_127)', 'walk_executor(booksh
elf_260)', 'open_executor(bookshelf_260)', 'walk_executor(bathroom_cabinet_305)', 'open_executor(bat
hroom_cabinet_305)', 'walk_executor(shower_303)', 'walk_executor(faucet_308)', 'walk_executor(ceilin
glamp_185)', 'walk_executor(curtain_198)', 'open_executor(curtain_198)', 'walk_executor(toilet_302)'
, 'open_executor(toilet_302)', 'walk_executor(walllamp_44)', 'walk_executor(tablelamp_359)', 'walk_e
xecutor(bookshelf_188)', 'open_executor(bookshelf_188)', 'walk_executor(powersocket_259)', 'walk_exe
cutor(wallshelf_191)', 'walk_executor(coin_2004)', 'walk_executor(doorjamb_39)', 'walk_executor(kitc
hen_counter_128)', 'walk_executor(bathtub_297)', 'walk_executor(basket_for_clothes_2040)', 'grab_exe
cutor(clothes_shirt_2114)', 'walk_executor(ironing_board_2099)', 'put_executor(clothes_shirt_2114, i
roning_board_2099)', 'walk_executor(clothes_skirt_2116)', 'grab_executor(clothes_skirt_2116)', 'walk
_executor(ironing_board_2099)', 'put_executor(clothes_skirt_2116, ironing_board_2099)', 'walk_execut
or(clothes_shirt_2114)', 'wash_executor(clothes_shirt_2114)', 'walk_executor(clothes_skirt_2116)', '
wash_executor(clothes_skirt_2116)', 'walk_executor(clothes_shirt_2114)', 'grab_executor(clothes_shir
t_2114)', 'walk_executor(iron_2117)', 'put_executor(clothes_shirt_2114, iron_2117)', 'walk_executor(
clothes_skirt_2116)', 'grab_executor(clothes_skirt_2116)', 'walk_executor(iron_2117)', 'put_executor
(clothes_skirt_2116, iron_2117)']","Time consume: 428 seconds
Exp_helper query times: 5
Guidance query times: 0
library scale: 43","Keystate: k1 - Requires: 10 steps
Keystate: k2 - Requires: 6 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Iron_clothes/g2.txt,Iron a pair of pants.,"['walk_executor(ironing_board_2144)', 'walk_executor(desk_272)', 'walk_executor(table_270)', 'walk_e
xecutor(photoframe_219)', 'walk_executor(tvstand_116)', 'walk_executor(drawing_110)', 'walk_executor
(table_199)', 'walk_executor(bench_113)', 'walk_executor(bench_115)', 'walk_executor(curtain_290)', 
'walk_executor(door_61)', 'walk_executor(curtain_205)', 'open_executor(curtain_205)', 'walk_executor
(book_2136)', 'open_executor(book_2136)', 'walk_executor(pillow_107)', 'walk_executor(mousepad_279)'
, 'walk_executor(doorjamb_190)', 'walk_executor(ceilinglamp_35)', 'walk_executor(hanger_293)', 'walk
_executor(hanger_294)', 'walk_executor(bookshelf_275)', 'walk_executor(drawing_201)', 'walk_executor
(kitchen_counter_122)', 'walk_executor(kitchen_counter_123)', 'walk_executor(tray_128)', 'walk_execu
tor(pillow_207)', 'walk_executor(pot_78)', 'walk_executor(desk_193)', 'walk_executor(trashcan_99)', 
'walk_executor(clothes_underwear_2121)', 'walk_executor(drawing_111)', 'walk_executor(table_114)', '
walk_executor(cup_2134)', 'walk_executor(cup_2132)', 'walk_executor(cup_2133)', 'walk_executor(woode
n_spoon_2000)', 'walk_executor(book_2137)', 'open_executor(book_2137)', 'walk_executor(food_bread_20
84)', 'walk_executor(stove_2135)', 'open_executor(stove_2135)', 'walk_executor(bowl_2142)', 'walk_ex
ecutor(iron_2161)', 'plugin_executor(iron_2161)', 'switchon_executor(iron_2161)', 'walk_executor(bow
l_2142)', 'walk_executor(couch_198)', 'walk_executor(clothes_pants_2036)', 'walk_executor(washing_ma
chine_2079)', 'open_executor(washing_machine_2079)', 'walk_executor(pot_2138)', 'open_executor(pot_2
138)', 'walk_executor(nightstand_195)', 'open_executor(nightstand_195)', 'walk_executor(chair_2003)'
, 'walk_executor(chair_194)', 'walk_executor(box_2038)', 'walk_executor(vacuum_cleaner_2139)', 'walk
_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_executo
r(basket_for_clothes_2078)', 'grab_executor(clothes_pants_2157)', 'walk_executor(ironing_board_2144)
', 'put_executor(clothes_pants_2157, ironing_board_2144)', 'walk_executor(clothes_pants_2157)', 'was
h_executor(clothes_pants_2157)', 'walk_executor(iron_2161)', 'switchoff_executor(iron_2161)', 'plugo
ut_executor(iron_2161)', 'plugin_executor(iron_2161)', 'switchon_executor(iron_2161)', 'switchoff_ex
ecutor(iron_2161)', 'plugout_executor(iron_2161)', 'plugin_executor(iron_2161)', 'switchon_executor(
iron_2161)']","Time consume: 558 seconds
Exp_helper query times: 9
Guidance query times: 0
library scale: 43","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 3 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Pet_cat/g2.txt,Slice some chicken and give it to my cat.,[],"Time consume: 291 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 43","Keystate: k1 - Requires: 13 steps
Keystate: k2 - Requires: 7 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Prepare_breakfast/g1.txt,Slice and toast bread.,"['walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_e
xecutor(kitchen_counter_230)', 'walk_executor(food_bread_2012)', 'grab_executor(food_bread_2012)', '
walk_executor(cutting_board_2051)', 'put_executor(food_bread_2012, cutting_board_2051)', 'walk_execu
tor(knife_2050)', 'grab_executor(knife_2050)', 'walk_executor(food_bread_2012)', 'cut_executor(food_
bread_2012)', 'grab_executor(food_bread_2012)', 'walk_executor(toaster_292)', 'putin_executor(food_b
read_2012, toaster_292)', 'switchon_executor(toaster_292)']","Time consume: 132 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 44",1,Scene_id: 0
