cdl_dataset/dataset/Pet_cat/g2.txt,Slice some chicken and give it to my cat.,[],"Time consume: 142 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 42","Keystate: k1 - Requires: 13 steps
Keystate: k2 - Requires: 7 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Prepare_breakfast/g1.txt,Slice and toast bread.,"['walk_executor(kitchen_counter_230)', 'walk_executor(closetdrawer_116)', 'walk_executor(fridge_289)
', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(food_bread_2012)', 
'walk_executor(cutting_board_2051)', 'put_executor(food_bread_2012, cutting_board_2051)', 'walk_exec
utor(knife_2050)', 'grab_executor(knife_2050)', 'walk_executor(food_bread_2012)', 'cut_executor(food
_bread_2012)', 'grab_executor(food_bread_2012)', 'walk_executor(toaster_292)', 'putin_executor(food_
bread_2012, toaster_292)', 'switchon_executor(toaster_292)']","Time consume: 79 seconds
Exp_helper query times: 0
Guidance query times: 2
library scale: 43",1,Scene_id: 0
cdl_dataset/dataset/Prepare_breakfast/g2.txt,Scramble egg by the fryingpan.,"['walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(kitchen_counter_122)',
 'walk_executor(fryingpan_2154)', 'grab_executor(fryingpan_2154)', 'walk_executor(stove_2135)', 'put
_executor(fryingpan_2154, stove_2135)', 'switchon_executor(stove_2135)', 'walk_executor(fridge_126)'
, 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_executor(sink_120)', 'walk_ex
ecutor(microwave_135)', 'open_executor(microwave_135)', 'walk_executor(oven_127)', 'open_executor(ov
en_127)', 'walk_executor(dishwasher_129)', 'open_executor(dishwasher_129)', 'walk_executor(kitchen_c
ounter_123)', 'walk_executor(oil_2149)', 'grab_executor(oil_2149)', 'walk_executor(fryingpan_2154)',
 'putin_executor(oil_2149, fryingpan_2154)', 'walk_executor(food_egg_2092)', 'grab_executor(food_egg
_2092)', 'walk_executor(fryingpan_2154)', 'putin_executor(food_egg_2092, fryingpan_2154)']","Time consume: 85 seconds
Exp_helper query times: 1
Guidance query times: 1
library scale: 47",1,Scene_id: 1
cdl_dataset/dataset/Prepare_a_reading_space/g5.txt,"Find my spectacles and put it on the coffe table in home office. Then find the book and put it on th
e coffe table in home office.","['walk_executor(desk_272)', 'walk_executor(desk_193)', 'walk_executor(cpuscreen_277)', 'walk_executo
r(mouse_280)', 'walk_executor(keyboard_278)', 'walk_executor(couch_269)', 'walk_executor(kitchen_cou
nter_122)', 'walk_executor(spectacles_2153)', 'grab_executor(spectacles_2153)', 'walk_executor(table
_270)', 'put_executor(spectacles_2153, table_270)', 'walk_executor(bookshelf_124)', 'open_executor(b
ookshelf_124)', 'walk_executor(book_2136)', 'grab_executor(book_2136)', 'walk_executor(table_270)', 
'put_executor(book_2136, table_270)']","Time consume: 77 seconds
Exp_helper query times: 1
Guidance query times: 1
library scale: 49",1,Scene_id: 1
cdl_dataset/dataset/Change_TV_channel/g3.txt,"Sitting on the couch, then turn on the TV with the remote control.","['walk_executor(couch_198)', 'sit_executor(couch_198)', 'standup_executor(char)', 'walk_executor(tvs
tand_116)', 'walk_executor(tvstand_273)', 'walk_executor(remote_control_2124)', 'grab_executor(remot
e_control_2124)', 'touch_executor(remote_control_2124)', 'walk_executor(television_281)', 'switchon_
executor(television_281)']","Time consume: 32 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 51",1,Scene_id: 1
cdl_dataset/dataset/Vacuum_the_living_room/g1.txt,Vacuum the floor.,"['walk_executor(closetdrawer_116)', 'walk_executor(closetdrawer_160)', 'walk_executor(closetdrawer_1
18)', 'walk_executor(washing_machine_2007)', 'open_executor(washing_machine_2007)', 'walk_executor(c
losetdrawer_377)', 'walk_executor(vacuum_cleaner_2070)', 'plugin_executor(vacuum_cleaner_2070)', 'sw
itchon_executor(vacuum_cleaner_2070)', 'grab_executor(vacuum_cleaner_2070)', 'pull_executor(vacuum_c
leaner_2070)', 'push_executor(vacuum_cleaner_2070)']","Time consume: 35 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 52",1,Scene_id: 0
cdl_dataset/dataset/Write_an_email/g1.txt,Turn on the computer in home office.,"['walk_executor(computer_2110)', 'switchon_executor(computer_2110)']","Time consume: 11 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 52","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Vacuum_the_living_room/g1.txt,Vacuum the floor.,"['walk_executor(home_office_161)', 'walk_executor(vacuum_cleaner_2094)', 'plugin_executor(vacuum_cle
aner_2094)', 'switchon_executor(vacuum_cleaner_2094)', 'grab_executor(vacuum_cleaner_2094)', 'pull_e
xecutor(vacuum_cleaner_2094)', 'push_executor(vacuum_cleaner_2094)']","Time consume: 15 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 53",1,Scene_id: 2
cdl_dataset/dataset/Drink/g5.txt,Use pot to boil some water.,"['walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(wallshelf_235)', 'walk
_executor(kitchen_counter_230)', 'walk_executor(pot_2069)', 'grab_executor(pot_2069)', 'walk_executo
r(sink_42)', 'putin_executor(pot_2069, sink_42)', 'walk_executor(faucet_43)', 'switchon_executor(fau
cet_43)', 'walk_executor(pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(faucet_43)', 'switcho
ff_executor(faucet_43)', 'walk_executor(stove_2065)', 'put_executor(pot_2069, stove_2065)', 'switcho
n_executor(stove_2065)']","Time consume: 37 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 53","Keystate: k1 - Requires: 6 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/make_up_bed/g3.txt,Prepare a cup of water on the nightstand.,"['walk_executor(kitchen_counter_123)', 'walk_executor(dishwasher_129)', 'open_executor(dishwasher_12
9)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(nightstand_192)', 
'walk_executor(cupboard_117)', 'walk_executor(kitchen_counter_122)', 'walk_executor(table_114)', 'wa
lk_executor(cup_2132)', 'grab_executor(cup_2132)', 'walk_executor(faucet_20)', 'switchon_executor(fa
ucet_20)', 'switchoff_executor(faucet_20)', 'walk_executor(nightstand_192)', 'put_executor(cup_2132,
 nightstand_192)']","Time consume: 34 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 54",1,Scene_id: 1
cdl_dataset/dataset/Prepare_breakfast/g3.txt,Boil egg.,"['walk_executor(stove_2065)', 'open_executor(stove_2065)', 'walk_executor(pot_2069)', 'grab_executor
(pot_2069)', 'walk_executor(sink_42)', 'putin_executor(pot_2069, sink_42)', 'walk_executor(faucet_43
)', 'switchon_executor(faucet_43)', 'walk_executor(pot_2069)', 'grab_executor(pot_2069)', 'walk_exec
utor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(fridge_289)', 'switchoff_executor(
fridge_289)', 'open_executor(fridge_289)', 'walk_executor(sink_42)', 'putin_executor(pot_2069, sink_
42)', 'walk_executor(faucet_43)', 'switchon_executor(faucet_43)', 'walk_executor(pot_2069)', 'grab_e
xecutor(pot_2069)', 'walk_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(pot_
2069)', 'open_executor(pot_2069)', 'walk_executor(food_egg_2020)', 'grab_executor(food_egg_2020)', '
walk_executor(pot_2069)', 'putin_executor(food_egg_2020, pot_2069)', 'walk_executor(stove_2065)', 'p
ut_executor(pot_2069, stove_2065)', 'close_executor(stove_2065)', 'switchon_executor(stove_2065)']","Time consume: 33 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 54","Keystate: k1 - Requires: 6 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Listen_to_music/g2.txt,Turn on the dvd player with remote control.,"['walk_executor(tvstand_135)', 'walk_executor(remote_control_2081)', 'grab_executor(remote_control_2
081)', 'walk_executor(dvd_player_2085)', 'touch_executor(remote_control_2081)']","Time consume: 138 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 57",1,Scene_id: 2
cdl_dataset/dataset/Write_an_email/g2.txt,"Sit on the chair in front of the computer in the home office. Touch the mouse near the computer to t
urn it on.","['walk_executor(computer_2110)', 'walk_executor(chair_2118)', 'sit_executor(chair_2118)', 'standup_e
xecutor(char)', 'walk_executor(mouse_2112)', 'touch_executor(mouse_2112)']","Time consume: 95 seconds
Exp_helper query times: 0
Guidance query times: 2
library scale: 60",1,Scene_id: 2
cdl_dataset/dataset/Wash_windows/g2.txt,Wipe all the windows in the house by towel.,"['walk_executor(window_2156)', 'open_executor(window_2156)', 'walk_executor(window_191)', 'open_exec
utor(window_191)', 'walk_executor(window_310)', 'open_executor(window_310)', 'walk_executor(bathroom
_cabinet_17)', 'open_executor(bathroom_cabinet_17)', 'walk_executor(drawing_201)', 'walk_executor(ba
throom_counter_18)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(fi
ling_cabinet_200)', 'open_executor(filing_cabinet_200)', 'walk_executor(cupboard_117)', 'walk_execut
or(drawing_33)', 'walk_executor(towel_2128)', 'grab_executor(towel_2128)', 'walk_executor(window_215
6)', 'wipe_executor(window_2156)', 'walk_executor(window_191)', 'wipe_executor(window_191)', 'walk_e
xecutor(window_310)', 'wipe_executor(window_310)']","Time consume: 51 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 62",1,Scene_id: 1
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g3.txt,Wash the bowls and plates with dishwasher. And wash forks by hand.,"['walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(powersocket_246)
', 'walk_executor(sink_231)', 'walk_executor(closetdrawer_116)', 'walk_executor(closetdrawer_120)', 
'walk_executor(closetdrawer_121)', 'walk_executor(table_226)', 'walk_executor(bowl_2071)', 'grab_exe
cutor(bowl_2071)', 'walk_executor(dishwasher_1001)', 'putin_executor(bowl_2071, dishwasher_1001)', '
walk_executor(bowl_2072)', 'grab_executor(bowl_2072)', 'walk_executor(dishwasher_1001)', 'putin_exec
utor(bowl_2072, dishwasher_1001)', 'walk_executor(plate_1000)', 'grab_executor(plate_1000)', 'walk_e
xecutor(dishwasher_1001)', 'putin_executor(plate_1000, dishwasher_1001)', 'close_executor(dishwasher
_1001)', 'switchon_executor(dishwasher_1001)', 'walk_executor(fork_2080)', 'grab_executor(fork_2080)
', 'walk_executor(sink_42)', 'putin_executor(fork_2080, sink_42)', 'walk_executor(fork_2080)', 'wash
_executor(fork_2080)']","Time consume: 58 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 64",1,Scene_id: 0
cdl_dataset/dataset/Cook_some_food/g4.txt,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then store the whole pot
 in the fridge.","['walk_executor(kitchen_counter_129)', 'walk_executor(kitchen_counter_132)', 'walk_executor(cupboard
_131)', 'open_executor(cupboard_131)', 'walk_executor(sink_133)', 'walk_executor(kitchen_counter_128
)', 'walk_executor(cupboard_130)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)', 'o
pen_executor(fridge_140)', 'grab_executor(food_vegetable_2072)', 'walk_executor(sink_133)', 'putin_e
xecutor(food_vegetable_2072, sink_133)', 'walk_executor(food_vegetable_2072)', 'wash_executor(food_v
egetable_2072)', 'walk_executor(pot_2093)', 'open_executor(pot_2093)', 'walk_executor(food_vegetable
_2072)', 'grab_executor(food_vegetable_2072)', 'walk_executor(pot_2093)', 'putin_executor(food_veget
able_2072, pot_2093)', 'grab_executor(pot_2093)', 'walk_executor(stove_2090)', 'put_executor(pot_209
3, stove_2090)', 'switchon_executor(stove_2090)', 'grab_executor(pot_2093)', 'walk_executor(fridge_1
40)', 'putin_executor(pot_2093, fridge_140)', 'close_executor(fridge_140)']","Time consume: 155 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 64","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 11 steps
Keystate: k3 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Prepare_dinner/g3.txt,Cook bacon.,"['walk_executor(kitchen_counter_122)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)'
, 'open_executor(fridge_126)', 'grab_executor(food_bacon_2082)', 'walk_executor(fryingpan_2154)', 'p
ut_executor(food_bacon_2082, fryingpan_2154)', 'grab_executor(fryingpan_2154)', 'walk_executor(stove
_2135)', 'put_executor(fryingpan_2154, stove_2135)', 'switchon_executor(stove_2135)']","Time consume: 22 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 64","Keystate: k1 - Requires: 8 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/make_up_bed/g3.txt,Prepare a cup of water on the nightstand.,"['walk_executor(nightstand_262)', 'walk_executor(table_127)', 'walk_executor(table_123)', 'walk_exec
utor(cup_2087)', 'grab_executor(cup_2087)', 'walk_executor(sink_133)', 'putin_executor(cup_2087, sin
k_133)', 'walk_executor(cup_2087)', 'grab_executor(cup_2087)', 'walk_executor(faucet_134)', 'switcho
ff_executor(faucet_134)', 'walk_executor(nightstand_262)', 'put_executor(cup_2087, nightstand_262)',
 'grab_executor(cup_2087)', 'walk_executor(sink_133)', 'putin_executor(cup_2087, sink_133)', 'walk_e
xecutor(faucet_134)', 'switchon_executor(faucet_134)', 'walk_executor(cup_2087)', 'grab_executor(cup
_2087)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(nightstand_26
2)', 'put_executor(cup_2087, nightstand_262)', 'grab_executor(cup_2087)', 'walk_executor(sink_133)',
 'putin_executor(cup_2087, sink_133)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)',
 'walk_executor(cup_2087)', 'grab_executor(cup_2087)', 'walk_executor(faucet_134)', 'switchoff_execu
tor(faucet_134)', 'walk_executor(nightstand_262)', 'put_executor(cup_2087, nightstand_262)']","Time consume: 59 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 64","Keystate: k1 - Requires: 6 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Pet_cat/g4.txt,Wash my cat in a sink,"['walk_executor(sink_19)', 'walk_executor(couch_269)', 'walk_executor(cat_2069)', 'grab_executor(cat
_2069) (Failed)', 'open_executor(dresser_274)', 'grab_executor(cat_2069)', 'walk_executor(sink_19)',
 'putin_executor(cat_2069, sink_19)', 'walk_executor(cat_2069)', 'wash_executor(cat_2069)']","Time consume: 79 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 66",1,Scene_id: 1
cdl_dataset/dataset/Clean_the_bathroom/g2.txt,Prepare a sink of soapy water in the bathroom.,"['walk_executor(sink_19)', 'walk_executor(faucet_20)', 'switchon_executor(faucet_20)', 'switchoff_ex
ecutor(faucet_20)', 'walk_executor(soap_2125)', 'grab_executor(soap_2125)', 'walk_executor(sink_19)'
, 'putin_executor(soap_2125, sink_19)']","Time consume: 27 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 68",1,Scene_id: 1
cdl_dataset/dataset/Make_coffee/g2.txt,"make a cup of coffee using the coffee maker, then add milk and sugar.","['walk_executor(coffe_maker_130)', 'open_executor(coffe_maker_130)', 'walk_executor(cupboard_118)', 
'open_executor(cupboard_118)', 'walk_executor(coffe_maker_130)', 'walk_executor(dishwasher_129)', 'o
pen_executor(dishwasher_129)', 'walk_executor(coffe_maker_130)', 'walk_executor(tray_128)', 'walk_ex
ecutor(coffe_maker_130)', 'walk_executor(kitchen_counter_119)', 'walk_executor(cupboard_117)', 'walk
_executor(kitchen_counter_123)', 'walk_executor(table_114)', 'walk_executor(cup_2132)', 'grab_execut
or(cup_2132)', 'walk_executor(coffe_maker_130)', 'put_executor(cup_2132, coffe_maker_130)', 'close_e
xecutor(coffe_maker_130)', 'switchon_executor(coffe_maker_130)', 'switchoff_executor(coffe_maker_130
)', 'open_executor(coffe_maker_130)', 'close_executor(coffe_maker_130)', 'switchon_executor(coffe_ma
ker_130)', 'walk_executor(milk_2115)', 'grab_executor(milk_2115)', 'walk_executor(cup_2132)', 'putin
_executor(milk_2115, cup_2132)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'ope
n_executor(fridge_126)', 'grab_executor(food_sugar_2111)', 'walk_executor(cup_2132)', 'putin_executo
r(food_sugar_2111, cup_2132)']","Time consume: 102 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 68","Keystate: k1 - Requires: 6 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Change_TV_channel/g2.txt,Turn on the TV with the remote control.,"['walk_executor(tvstand_135)', 'walk_executor(remote_control_2081)', 'grab_executor(remote_control_2
081)', 'touch_executor(remote_control_2081)', 'walk_executor(television_216)', 'switchon_executor(te
levision_216)']","Time consume: 11 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 69",1,Scene_id: 2
cdl_dataset/dataset/Pet_cat/g2.txt,Slice some chicken and give it to my cat.,[],"Time consume: 156 seconds
Exp_helper query times: 0
Guidance query times: 3
library scale: 69","Keystate: k1 - Requires: 11 steps
Keystate: k2 - Requires: 7 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g1.txt,Turn on the lights in the bathroom.,"['walk_executor(light_39)', 'switchon_executor(light_39)']","Time consume: 11 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 70",1,Scene_id: 1
cdl_dataset/dataset/Write_an_email/g1.txt,Turn on the computer in home office.,"['walk_executor(computer_276)', 'switchon_executor(computer_276)']","Time consume: 13 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 70","Keystate: k1 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Drink/g2.txt,Get a cup of water and freeze it.,"['walk_executor(kitchen_counter_123)', 'walk_executor(kitchen_counter_122)', 'walk_executor(cupboard
_117)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(dishwasher_129)
', 'open_executor(dishwasher_129)', 'walk_executor(sink_120)', 'walk_executor(table_114)', 'walk_exe
cutor(cup_2132)', 'grab_executor(cup_2132)', 'walk_executor(sink_19)', 'putin_executor(cup_2132, sin
k_19)', 'walk_executor(faucet_20)', 'switchon_executor(faucet_20)', 'walk_executor(cup_2132)', 'grab
_executor(cup_2132)', 'walk_executor(faucet_20)', 'switchoff_executor(faucet_20)', 'walk_executor(fr
idge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'putin_executor(cup_2132,
 fridge_126)', 'close_executor(fridge_126)']","Time consume: 47 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 71",1,Scene_id: 1
cdl_dataset/dataset/Wash_clothes/g4.txt,"First, hand wash the underwear with soap, then put it in the washing machine, add some detergent for
 a thorough clean.","['walk_executor(closetdrawer_116)', 'walk_executor(closetdrawer_154)', 'walk_executor(closetdrawer_1
18)', 'walk_executor(closetdrawer_117)', 'walk_executor(closetdrawer_148)', 'walk_executor(closetdra
wer_380)', 'walk_executor(bed_105)', 'walk_executor(clothes_underwear_2049)', 'grab_executor(clothes
_underwear_2049)', 'walk_executor(sink_42)', 'putin_executor(clothes_underwear_2049, sink_42)', 'wal
k_executor(faucet_43)', 'switchon_executor(faucet_43)', 'walk_executor(sink_231)', 'walk_executor(so
ap_2053)', 'grab_executor(soap_2053)', 'walk_executor(sink_42)', 'putin_executor(soap_2053, sink_42)
', 'walk_executor(clothes_underwear_2049)', 'wash_executor(clothes_underwear_2049)', 'wash_executor(
clothes_underwear_2049)', 'walk_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executo
r(washing_machine_2007)', 'open_executor(washing_machine_2007)', 'walk_executor(clothes_underwear_20
49)', 'grab_executor(clothes_underwear_2049)', 'walk_executor(washing_machine_2007)', 'putin_executo
r(clothes_underwear_2049, washing_machine_2007)', 'walk_executor(detergent_2084)', 'grab_executor(de
tergent_2084)', 'walk_executor(washing_machine_2007)', 'putin_executor(detergent_2084, washing_machi
ne_2007)']","Time consume: 86 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 71","Keystate: k1 - Requires: 5 steps
Keystate: k2 - Requires: 3 steps
Action Completion Rate: 1.0",Scene_id: 0
cdl_dataset/dataset/Prepare_a_reading_space/g2.txt,Find the book and put it on the table in bedroom. Then turn on the light in the bedroom.,"['walk_executor(bookshelf_124)', 'open_executor(bookshelf_124)', 'walk_executor(book_2136)', 'grab_e
xecutor(book_2136)', 'walk_executor(table_199)', 'put_executor(book_2136, table_199)', 'walk_executo
r(light_212)', 'switchon_executor(light_212)']","Time consume: 32 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 71","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Make_coffee/g1.txt,make a cup of coffee using the coffee maker.,"['walk_executor(coffee_table_2068)', 'walk_executor(table_107)', 'walk_executor(toaster_292)', 'walk
_executor(cup_2063)', 'wash_executor(cup_2063)', 'walk_executor(closetdrawer_160)', 'walk_executor(d
rawing_240)', 'walk_executor(closetdrawer_154)', 'walk_executor(closetdrawer_158)', 'walk_executor(t
able_226)', 'walk_executor(coffe_maker_290)', 'open_executor(coffe_maker_290)', 'walk_executor(coffe
e_filter_2000)', 'grab_executor(coffee_filter_2000)', 'walk_executor(coffe_maker_290)', 'putin_execu
tor(coffee_filter_2000, coffe_maker_290)', 'walk_executor(faucet_232)', 'switchon_executor(faucet_23
2)', 'switchoff_executor(faucet_232)', 'walk_executor(coffe_maker_290)', 'close_executor(coffe_maker
_290)', 'switchon_executor(coffe_maker_290)', 'walk_executor(cup_2063)', 'grab_executor(cup_2063)', 
'walk_executor(faucet_43)', 'switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'switch
on_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(coffe_maker_290)']","Time consume: 77 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 71","Keystate: k1 - Requires: 8 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Drink/g4.txt,Get a cup of milk and heat it by microwave.,"['walk_executor(table_107)', 'walk_executor(bookshelf_233)', 'open_executor(bookshelf_233)', 'walk_e
xecutor(closetdrawer_116)', 'walk_executor(kitchen_counter_230)', 'walk_executor(cup_2063)', 'walk_e
xecutor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(
milk_2043)', 'walk_executor(cup_2063)', 'putin_executor(milk_2043, cup_2063)', 'walk_executor(microw
ave_297)', 'switchoff_executor(microwave_297)', 'open_executor(microwave_297)', 'walk_executor(cup_2
063)', 'grab_executor(cup_2063)', 'walk_executor(microwave_297)', 'putin_executor(cup_2063, microwav
e_297)', 'close_executor(microwave_297)', 'switchon_executor(microwave_297)']","Time consume: 55 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 74",1,Scene_id: 0
cdl_dataset/dataset/Clean_the_bathroom/g2.txt,Prepare a sink of soapy water in the bathroom.,"['walk_executor(sink_133)', 'walk_executor(sink_307)', 'walk_executor(faucet_134)', 'switchoff_execu
tor(faucet_134)', 'walk_executor(bathroom_cabinet_305)', 'open_executor(bathroom_cabinet_305)', 'wal
k_executor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_ex
ecutor(table_127)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'walk_executor(sho
wer_303)', 'walk_executor(bathtub_297)', 'walk_executor(wallshelf_301)', 'walk_executor(cupboard_131
)', 'open_executor(cupboard_131)', 'walk_executor(filing_cabinet_378)', 'grab_executor(soap_2037)', 
'walk_executor(sink_133)', 'putin_executor(soap_2037, sink_133)', 'walk_executor(faucet_308)', 'swit
choff_executor(faucet_308)', 'walk_executor(soap_2037)', 'grab_executor(soap_2037)', 'walk_executor(
sink_307)', 'putin_executor(soap_2037, sink_307)', 'walk_executor(faucet_308)', 'switchon_executor(f
aucet_308)', 'switchoff_executor(faucet_308)']","Time consume: 100 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 76",1,Scene_id: 2
cdl_dataset/dataset/Drink/g3.txt,Syntax Error,"['walk_executor(table_107)', 'walk_executor(kitchen_counter_230)', 'walk_executor(cup_2063)', 'grab_
executor(cup_2063)', 'walk_executor(sink_42)', 'putin_executor(cup_2063, sink_42)', 'walk_executor(f
aucet_43)', 'switchon_executor(faucet_43)', 'walk_executor(cup_2063)', 'grab_executor(cup_2063)', 'w
alk_executor(faucet_43)', 'switchoff_executor(faucet_43)']","Time consume: 81 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 76","Keystate: k1 - Requires: 16 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Cook_some_food/g3.txt,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then cool them in a bowl
.","['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'grab_e
xecutor(food_vegetable_2113)', 'walk_executor(sink_19)', 'putin_executor(food_vegetable_2113, sink_1
9)', 'walk_executor(faucet_20)', 'switchon_executor(faucet_20)', 'walk_executor(food_vegetable_2113)
', 'wash_executor(food_vegetable_2113)', 'wash_executor(food_vegetable_2113)', 'wash_executor(food_v
egetable_2113)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(cupboa
rd_117)', 'walk_executor(food_vegetable_2113)', 'grab_executor(food_vegetable_2113)', 'walk_executor
(pot_78)', 'putin_executor(food_vegetable_2113, pot_78)', 'grab_executor(pot_78)', 'walk_executor(st
ove_2135)', 'put_executor(pot_78, stove_2135)', 'switchon_executor(stove_2135)', 'walk_executor(pot_
2138)', 'open_executor(pot_2138)', 'walk_executor(food_vegetable_2113)', 'grab_executor(food_vegetab
le_2113)', 'walk_executor(pot_2138)', 'putin_executor(food_vegetable_2113, pot_2138)', 'grab_executo
r(pot_2138)', 'walk_executor(stove_2135)', 'put_executor(pot_2138, stove_2135)', 'walk_executor(fauc
et_20)', 'switchoff_executor(faucet_20)', 'walk_executor(food_vegetable_2113)', 'grab_executor(food_
vegetable_2113)', 'walk_executor(bowl_2140)', 'putin_executor(food_vegetable_2113, bowl_2140)']","Time consume: 245 seconds
Exp_helper query times: 0
Guidance query times: 1
library scale: 78",1,Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g2.txt,Turn on the lights in the bedroom. Then turn on the lights in the bathroom.,"['walk_executor(light_212)', 'switchon_executor(light_212)', 'walk_executor(light_39)', 'switchon_ex
ecutor(light_39)']","Time consume: 10 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 79",1,Scene_id: 1
cdl_dataset/dataset/Cook_some_food/g2.txt,slice some chicken,"['walk_executor(knifeblock_76)', 'walk_executor(kitchen_counter_122)', 'walk_executor(cupboard_118)'
, 'open_executor(cupboard_118)', 'walk_executor(kitchen_counter_123)', 'walk_executor(knife_2035)', 
'walk_executor(cupboard_117)', 'walk_executor(table_114)', 'walk_executor(knife_2122)', 'grab_execut
or(knife_2122)', 'walk_executor(bench_113)', 'walk_executor(kitchen_counter_119)', 'walk_executor(cu
tting_board_2123)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fr
idge_126)', 'grab_executor(food_chicken_2089)', 'walk_executor(cutting_board_2123)', 'put_executor(f
ood_chicken_2089, cutting_board_2123)', 'cut_executor(food_chicken_2089)']","Time consume: 131 seconds
Exp_helper query times: 1
Guidance query times: 1
library scale: 83",1,Scene_id: 1
